prediction_time,observation_time,time_delta_seconds,predicted_itl,observed_itl,pred_error_itl,predicted_ttft,observed_ttft,pred_error_ttft,predicted_replicas,observed_replicas,time_minutes,slo_itl_violated,slo_ttft_violated,any_slo_violated
2025-12-06 19:48:08.147000+00:00,2025-12-06 19:49:08.184000+00:00,60.037,6.7046924,0.0,-6.7046924,15.973344,0.0,-15.973344,1,1,0.0,False,False,False
2025-12-06 19:49:08.184000+00:00,2025-12-06 19:50:08.224000+00:00,60.04,6.7046924,7.43,0.7253075999999998,15.973344,16.05,0.07665599999999984,1,1,1.0006666666666666,False,False,False
2025-12-06 19:50:08.233000+00:00,2025-12-06 19:51:08.254000+00:00,60.021,7.416865,7.8,0.3831350000000002,16.619356,16.34,-0.27935599999999994,1,1,2.0011666666666668,False,False,False
2025-12-06 19:51:08.263000+00:00,2025-12-06 19:52:08.289000+00:00,60.026,7.8192854,8.31,0.49071460000000044,17.519892,16.97,-0.5498919999999998,1,1,3.00175,False,False,False
2025-12-06 19:52:08.299000+00:00,2025-12-06 19:53:08.328000+00:00,60.029,8.296925,9.08,0.7830750000000002,17.667894,19.12,1.4521060000000006,1,1,4.0024,False,False,False
2025-12-06 19:53:08.337000+00:00,2025-12-06 19:54:08.364000+00:00,60.027,9.087009,10.21,1.1229910000000007,19.251217,20.59,1.3387829999999994,1,1,5.003,True,False,True
2025-12-06 19:54:08.372000+00:00,2025-12-06 19:55:08.396000+00:00,60.024,8.522188,11.06,2.5378120000000006,17.621756,22.36,4.738243999999998,2,2,6.003533333333333,True,False,True
2025-12-06 19:55:08.406000+00:00,2025-12-06 19:56:08.434000+00:00,60.028,9.049885,11.59,2.540115,18.294907,23.05,4.755093000000002,2,2,7.004166666666666,True,False,True
2025-12-06 19:56:08.442000+00:00,2025-12-06 19:57:08.471000+00:00,60.029,8.959557,10.8,1.8404430000000005,18.294556,21.12,2.825444000000001,2,2,8.004783333333332,True,False,True
2025-12-06 19:57:08.482000+00:00,2025-12-06 19:58:08.509000+00:00,60.027,9.120532,9.26,0.13946799999999904,18.23368,18.55,0.31632000000000104,2,2,9.005416666666667,False,False,False
2025-12-06 19:58:08.518000+00:00,2025-12-06 19:59:08.542000+00:00,60.024,9.277611,9.94,0.6623889999999992,19.16705,19.9,0.7329499999999989,2,2,10.005966666666666,False,False,False
2025-12-06 19:59:08.552000+00:00,2025-12-06 20:00:08.581000+00:00,60.029,9.935421,10.01,0.07457899999999995,20.03346,20.17,0.1365400000000001,2,2,11.006616666666668,True,False,True
2025-12-06 20:00:08.592000+00:00,2025-12-06 20:01:08.613000+00:00,60.021,9.9813175,10.87,0.8886824999999998,19.332792,21.38,2.0472079999999977,2,2,12.00715,True,False,True
2025-12-06 20:01:08.623000+00:00,2025-12-06 20:02:08.653000+00:00,60.03,9.562324,10.32,0.757676,19.114391,20.36,1.2456089999999982,3,3,13.007816666666667,True,False,True
2025-12-06 20:02:08.662000+00:00,2025-12-06 20:03:08.696000+00:00,60.034,9.860439,10.18,0.3195610000000002,18.206724,20.35,2.143276,4,4,14.008533333333332,True,False,True
2025-12-06 20:03:08.705000+00:00,2025-12-06 20:04:08.732000+00:00,60.027,9.933247,9.3,-0.633246999999999,17.844925,18.88,1.035074999999999,5,5,15.009133333333333,False,False,False
2025-12-06 20:04:08.742000+00:00,2025-12-06 20:05:08.762000+00:00,60.02,9.802376,8.16,-1.6423760000000005,18.476925,16.81,-1.6669250000000027,3,3,16.009633333333333,False,False,False
2025-12-06 20:05:08.798000+00:00,2025-12-06 20:06:08.817000+00:00,60.019,8.692706,8.52,-0.1727059999999998,19.032112,17.64,-1.392112000000001,2,2,17.010550000000002,False,False,False
2025-12-06 20:06:08.822000+00:00,2025-12-06 20:07:08.839000+00:00,60.017,9.7424,10.36,0.6175999999999995,21.163734,20.72,-0.44373400000000274,1,1,18.010916666666667,True,False,True
2025-12-06 20:07:08.849000+00:00,2025-12-06 20:08:08.877000+00:00,60.028,9.022484,9.9,0.877516,18.09745,19.68,1.5825500000000012,2,2,19.01155,False,False,False
2025-12-06 20:08:08.881000+00:00,2025-12-06 20:09:08.918000+00:00,60.037,9.871981,9.28,-0.5919810000000005,18.274439,19.28,1.0055610000000001,2,2,20.01223333333333,False,False,False
2025-12-06 20:09:08.928000+00:00,2025-12-06 20:10:08.924000+00:00,59.996,9.296409,8.57,-0.7264090000000003,18.077394,17.54,-0.5373940000000026,2,2,21.012333333333334,False,False,False
2025-12-06 20:10:08.934000+00:00,2025-12-06 20:10:09.027000+00:00,0.093,9.2527,8.57,-0.6827000000000005,18.494774,17.54,-0.9547740000000005,1,2,21.01405,False,False,False
2025-12-06 20:10:09.037000+00:00,2025-12-06 20:11:09.067000+00:00,60.03,9.1844425,7.55,-1.6344424999999996,18.48569,15.71,-2.775690000000001,1,1,22.01471666666667,False,False,False
2025-12-06 20:11:09.107000+00:00,2025-12-06 20:12:09.125000+00:00,60.018,7.6066356,7.58,-0.02663559999999965,17.23711,15.99,-1.247110000000001,1,1,23.015683333333335,False,False,False
2025-12-06 20:12:09.134000+00:00,2025-12-06 20:13:09.153000+00:00,60.019,7.559177,0.0,-7.559177,16.523031,0.0,-16.523031,1,1,24.01615,False,False,False
