prediction_time,observation_time,time_delta_seconds,predicted_itl,observed_itl,pred_error_itl,predicted_ttft,observed_ttft,pred_error_ttft,predicted_replicas,observed_replicas,time_minutes,slo_itl_violated,slo_ttft_violated,any_slo_violated
2025-12-03 21:21:48.264000+00:00,2025-12-03 21:23:48.399000+00:00,120.135,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,0.0,False,False,False
2025-12-03 21:23:48.399000+00:00,2025-12-03 21:24:48.422000+00:00,60.023,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,1.0003833333333334,False,False,False
2025-12-03 21:24:48.422000+00:00,2025-12-03 21:25:48.445000+00:00,60.023,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,2.000766666666667,False,False,False
2025-12-03 21:25:48.445000+00:00,2025-12-03 21:26:48.472000+00:00,60.027,7.514,9.75,2.2359999999999998,15.415337,23.39,7.974663000000001,1,1,3.0012166666666666,False,False,False
2025-12-03 21:27:48.506000+00:00,2025-12-03 21:28:48.531000+00:00,60.025,9.977684,11.48,1.5023160000000004,19.844248,23.13,3.2857519999999987,5,5,5.0022,True,False,True
2025-12-03 21:29:48.565000+00:00,2025-12-03 21:30:48.593000+00:00,60.028,9.999481,9.58,-0.4194809999999993,19.905306,19.02,-0.8853059999999999,11,10,7.003233333333333,False,False,False
2025-12-03 21:30:48.603000+00:00,2025-12-03 21:31:48.628000+00:00,60.025,9.911498,10.74,0.8285020000000003,20.274994,19.77,-0.5049939999999999,3,3,8.003816666666667,True,False,True
2025-12-03 21:31:48.638000+00:00,2025-12-03 21:32:48.662000+00:00,60.024,9.98647,11.34,1.3535299999999992,19.85565,21.2,1.3443499999999986,13,10,9.004383333333333,True,False,True
2025-12-03 21:33:48.697000+00:00,2025-12-03 21:34:48.741000+00:00,60.044,9.866365,10.13,0.26363500000000073,20.434885,19.83,-0.604885000000003,3,3,11.0057,True,False,True
2025-12-03 21:34:48.750000+00:00,2025-12-03 21:35:48.785000+00:00,60.035,9.956547,9.46,-0.4965469999999996,20.171848,19.61,-0.5618480000000012,4,4,12.006433333333332,False,False,False
2025-12-03 21:35:48.794000+00:00,2025-12-03 21:36:48.819000+00:00,60.025,9.747102,0.0,-9.747102,20.209553,0.0,-20.209553,2,2,13.007,False,False,False
2025-12-03 21:36:48.819000+00:00,2025-12-03 21:37:48.843000+00:00,60.024,9.316814,0.0,-9.316814,19.368254,0.0,-19.368254,1,1,14.007399999999999,False,False,False
