timestamp,total_replicas,non_saturated,should_scale_up,scale_down_safe
2025-11-28 20:51:51.697000+00:00,1,1,False,False
2025-11-28 20:51:51.697000+00:00,1,1,False,False
2025-11-28 20:51:51.803000+00:00,1,1,False,False
2025-11-28 20:51:51.803000+00:00,1,1,False,False
2025-11-28 20:52:21.726000+00:00,1,1,False,False
2025-11-28 20:52:21.726000+00:00,1,1,False,False
2025-11-28 20:52:21.820000+00:00,1,1,False,False
2025-11-28 20:52:21.820000+00:00,1,1,False,False
2025-11-28 20:52:51.748000+00:00,1,1,False,False
2025-11-28 20:52:51.748000+00:00,1,1,False,False
2025-11-28 20:52:52.047000+00:00,1,1,False,False
2025-11-28 20:52:52.047000+00:00,1,1,False,False
2025-11-28 20:53:21.772000+00:00,1,1,False,False
2025-11-28 20:53:21.772000+00:00,1,1,False,False
2025-11-28 20:53:22.073000+00:00,1,1,False,False
2025-11-28 20:53:22.073000+00:00,1,1,False,False
2025-11-28 20:53:51.801000+00:00,1,1,False,False
2025-11-28 20:53:51.801000+00:00,1,1,False,False
2025-11-28 20:53:52.093000+00:00,1,1,False,False
2025-11-28 20:53:52.093000+00:00,1,1,False,False
2025-11-28 20:54:21.821000+00:00,1,1,False,False
2025-11-28 20:54:21.821000+00:00,1,1,False,False
2025-11-28 20:54:22.111000+00:00,1,1,False,False
2025-11-28 20:54:22.111000+00:00,1,1,False,False
2025-11-28 20:54:51.852000+00:00,1,1,False,False
2025-11-28 20:54:51.852000+00:00,1,1,False,False
2025-11-28 20:54:52.129000+00:00,1,1,False,False
2025-11-28 20:54:52.129000+00:00,1,1,False,False
2025-11-28 20:55:21.876000+00:00,1,1,False,False
2025-11-28 20:55:21.876000+00:00,1,1,False,False
2025-11-28 20:55:22.175000+00:00,1,1,False,False
2025-11-28 20:55:22.175000+00:00,1,1,False,False
2025-11-28 20:55:51.901000+00:00,1,1,False,False
2025-11-28 20:55:51.901000+00:00,1,1,False,False
2025-11-28 20:55:52.196000+00:00,1,1,False,False
2025-11-28 20:55:52.196000+00:00,1,1,False,False
2025-11-28 20:56:21.922000+00:00,1,1,False,False
2025-11-28 20:56:21.922000+00:00,1,1,False,False
2025-11-28 20:56:22.214000+00:00,1,1,False,False
2025-11-28 20:56:22.214000+00:00,1,1,False,False
2025-11-28 20:56:51.950000+00:00,1,1,False,False
2025-11-28 20:56:51.950000+00:00,1,1,False,False
2025-11-28 20:56:52.233000+00:00,1,1,False,False
2025-11-28 20:56:52.233000+00:00,1,1,False,False
2025-11-28 20:57:21.982000+00:00,1,1,False,False
2025-11-28 20:57:21.982000+00:00,1,1,False,False
