prediction_time,observation_time,time_delta_seconds,predicted_itl,observed_itl,pred_error_itl,predicted_ttft,observed_ttft,pred_error_ttft,predicted_replicas,observed_replicas,time_minutes,slo_itl_violated,slo_ttft_violated,any_slo_violated
2025-12-10 02:06:11.826000+00:00,2025-12-10 02:07:11.860000+00:00,60.034,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,0.0,False,False,False
2025-12-10 02:07:11.860000+00:00,2025-12-10 02:08:11.885000+00:00,60.025,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,1.0004166666666667,False,False,False
2025-12-10 02:08:11.885000+00:00,2025-12-10 02:09:11.917000+00:00,60.032,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,2.00095,False,False,False
2025-12-10 02:09:11.917000+00:00,2025-12-10 02:10:11.953000+00:00,60.036,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,3.00155,False,False,False
2025-12-10 02:10:11.953000+00:00,2025-12-10 02:11:12.002000+00:00,60.049,7.514,0.0,-7.514,15.415337,0.0,-15.415337,1,1,4.002366666666666,False,False,False
2025-12-10 02:11:12.003000+00:00,2025-12-10 02:12:12.027000+00:00,60.024,7.514,8.58,1.0659999999999998,15.415337,18.09,2.6746630000000007,1,1,5.0027833333333325,False,False,False
2025-12-10 02:12:12.036000+00:00,2025-12-10 02:13:12.066000+00:00,60.03,8.584714,10.6,2.0152859999999997,18.15102,20.09,1.9389800000000008,1,1,6.003433333333334,True,False,True
2025-12-10 02:13:12.075000+00:00,2025-12-10 02:14:12.104000+00:00,60.029,9.282097,22.34,13.057903,18.066471,39.54,21.473529,2,1,7.0040666666666676,True,False,True
2025-12-10 02:14:12.113000+00:00,2025-12-10 02:15:12.147000+00:00,60.034,9.723144,32.13,22.406856000000005,19.176043,54.57,35.393957,2,1,8.004783333333332,True,False,True
2025-12-10 02:15:12.156000+00:00,2025-12-10 02:16:12.195000+00:00,60.039,9.468155,42.11,32.641845,18.55395,68.7,50.14605,3,2,9.005583333333334,True,False,True
2025-12-10 02:16:12.203000+00:00,2025-12-10 02:17:12.243000+00:00,60.04,9.517439,23.03,13.512561000000002,18.555525,38.41,19.854474999999997,3,2,10.006383333333334,True,False,True
2025-12-10 02:17:12.252000+00:00,2025-12-10 02:18:12.280000+00:00,60.028,9.9250965,10.77,0.8449034999999991,18.906738,21.88,2.9732619999999983,4,3,11.007,True,False,True
2025-12-10 02:18:12.284000+00:00,2025-12-10 02:19:12.320000+00:00,60.036,9.898934,9.31,-0.5889340000000001,18.01494,19.26,1.2450600000000023,5,3,12.007666666666667,False,False,False
2025-12-10 02:19:12.324000+00:00,2025-12-10 02:20:12.354000+00:00,60.03,9.500379,7.91,-1.5903790000000004,18.757277,15.76,-2.9972769999999986,3,3,13.008233333333333,False,False,False
2025-12-10 02:20:12.363000+00:00,2025-12-10 02:21:12.398000+00:00,60.035,9.499323,9.51,0.010676999999999381,19.948044,18.63,-1.3180440000000004,1,1,14.008966666666668,False,False,False
2025-12-10 02:21:12.406000+00:00,2025-12-10 02:22:12.432000+00:00,60.026,9.381487,10.64,1.2585130000000007,19.094652,21.47,2.375347999999999,1,1,15.009533333333334,True,False,True
2025-12-10 02:22:12.440000+00:00,2025-12-10 02:23:12.469000+00:00,60.029,9.2865925,10.45,1.1634075,18.074245,21.38,3.305754999999998,2,1,16.01015,True,False,True
2025-12-10 02:23:12.477000+00:00,2025-12-10 02:24:12.507000+00:00,60.03,9.18985,10.54,1.3501499999999993,18.058445,21.51,3.4515550000000026,2,1,17.010783333333332,True,False,True
2025-12-10 02:24:12.515000+00:00,2025-12-10 02:25:12.545000+00:00,60.03,9.278294,10.72,1.441706,18.055513,21.68,3.6244869999999985,2,2,18.011416666666666,True,False,True
2025-12-10 02:25:12.554000+00:00,2025-12-10 02:26:12.585000+00:00,60.031,9.888948,8.44,-1.4489479999999997,17.334154,17.57,0.23584599999999867,4,2,19.012083333333333,False,False,False
2025-12-10 02:26:12.593000+00:00,2025-12-10 02:27:12.626000+00:00,60.033,9.876839,8.15,-1.726839,17.325186,15.63,-1.6951859999999979,4,2,20.012766666666668,False,False,False
2025-12-10 02:27:12.634000+00:00,2025-12-10 02:28:12.659000+00:00,60.025,9.878218,8.0,-1.8782180000000004,17.366804,15.04,-2.326803999999999,4,3,21.013316666666665,False,False,False
2025-12-10 02:28:12.668000+00:00,2025-12-10 02:29:12.701000+00:00,60.033,9.838383,7.61,-2.228383,17.338955,14.83,-2.5089549999999985,4,4,22.014016666666667,False,False,False
2025-12-10 02:29:12.709000+00:00,2025-12-10 02:30:12.742000+00:00,60.033,9.9431715,7.61,-2.3331714999999997,17.583418,15.36,-2.2234180000000023,3,3,23.0147,False,False,False
2025-12-10 02:30:12.750000+00:00,2025-12-10 02:31:12.781000+00:00,60.031,9.881384,7.2,-2.6813840000000004,17.495176,15.39,-2.105176,3,3,24.01535,False,False,False
2025-12-10 02:31:12.785000+00:00,2025-12-10 02:32:12.811000+00:00,60.026,9.79957,7.41,-2.389569999999999,17.238836,15.78,-1.4588359999999998,2,2,25.01585,False,False,False
2025-12-10 02:32:12.819000+00:00,2025-12-10 02:33:12.853000+00:00,60.034,9.79992,7.37,-2.42992,17.272858,16.04,-1.2328580000000002,2,2,26.01655,False,False,False
2025-12-10 02:33:12.861000+00:00,2025-12-10 02:34:12.890000+00:00,60.029,9.776236,7.53,-2.2462360000000006,17.35112,16.36,-0.9911200000000022,2,2,27.017166666666665,False,False,False
2025-12-10 02:34:12.899000+00:00,2025-12-10 02:35:12.958000+00:00,60.059,9.922756,7.44,-2.4827559999999993,17.545977,15.78,-1.7659770000000012,2,2,28.0183,False,False,False
2025-12-10 02:35:12.966000+00:00,2025-12-10 02:36:12.994000+00:00,60.028,9.851938,7.38,-2.4719380000000006,17.308369,16.17,-1.1383689999999973,2,2,29.0189,False,False,False
2025-12-10 02:36:13.004000+00:00,2025-12-10 02:37:13.034000+00:00,60.03,9.791212,7.43,-2.361212,17.2261,15.57,-1.6560999999999986,2,2,30.019566666666666,False,False,False
2025-12-10 02:37:13.042000+00:00,2025-12-10 02:38:13.082000+00:00,60.04,9.91255,7.59,-2.3225499999999997,17.316786,15.97,-1.3467859999999998,2,2,31.020366666666668,False,False,False
2025-12-10 02:38:13.092000+00:00,2025-12-10 02:39:13.131000+00:00,60.039,9.965154,7.47,-2.4951540000000003,17.4065,15.65,-1.7565000000000008,2,2,32.02118333333333,False,False,False
2025-12-10 02:39:13.139000+00:00,2025-12-10 02:40:13.168000+00:00,60.029,9.946653,7.44,-2.506652999999999,17.394552,16.31,-1.0845520000000022,2,2,33.0218,False,False,False
2025-12-10 02:40:13.177000+00:00,2025-12-10 02:41:13.215000+00:00,60.038,9.833631,7.48,-2.353631,17.420935,15.74,-1.6809349999999998,2,2,34.02258333333334,False,False,False
2025-12-10 02:41:13.223000+00:00,2025-12-10 02:42:13.249000+00:00,60.026,9.907188,6.67,-3.2371879999999997,17.321379,0.0,-17.321379,2,2,35.02315,False,False,False
2025-12-10 02:42:13.252000+00:00,2025-12-10 02:43:13.299000+00:00,60.047,9.39752,0.0,-9.39752,16.357712,0.0,-16.357712,1,1,36.023983333333334,False,False,False
2025-12-10 02:43:13.299000+00:00,2025-12-10 02:44:13.324000+00:00,60.025,9.37738,0.0,-9.37738,16.35082,0.0,-16.35082,1,1,37.0244,False,False,False
